iter	Logloss
0	0.6058601238
1	0.5326364834
2	0.4735952592
3	0.4230927429
4	0.3977888498
5	0.3612595302
6	0.3310564311
7	0.3065217225
8	0.2849175575
9	0.2659830497
10	0.2543214362
11	0.2407608665
12	0.2313261822
13	0.2232675954
14	0.2147139865
15	0.2087937637
16	0.1970300545
17	0.1936832426
18	0.1913095168
19	0.1872934422
20	0.1815548391
21	0.1736087542
22	0.1703167016
23	0.1663455969
24	0.163748649
25	0.1585327596
26	0.1567943187
27	0.1552267958
28	0.1545269894
29	0.1505914679
30	0.1455440173
31	0.1437883075
32	0.1428050769
33	0.1410401268
34	0.140054974
35	0.1386911597
36	0.1361498002
37	0.1326441312
38	0.1311937663
39	0.1299820655
40	0.1263582144
41	0.124755574
42	0.1236154317
43	0.1224851576
44	0.121195232
45	0.1195854112
46	0.1188074675
47	0.1183833022
48	0.1164300895
49	0.1154036541
50	0.1146493792
51	0.1132432484
52	0.1119119601
53	0.1109086963
54	0.1085875473
55	0.1081426332
56	0.106477542
57	0.1055098759
58	0.1045824554
59	0.1040700134
60	0.1025838953
61	0.1017156331
62	0.1004058733
63	0.09862920402
64	0.09633649856
65	0.09561864666
66	0.09460031832
67	0.09368607126
68	0.09267822431
69	0.0917006276
70	0.09050041899
71	0.0893516879
72	0.0882482219
73	0.08737333213
74	0.08633730019
75	0.08548528487
76	0.08445854631
77	0.08356010266
78	0.08224045642
79	0.08151756905
80	0.08029345416
81	0.07949422823
82	0.07732217716
83	0.07630326592
84	0.07510275599
85	0.07433339001
86	0.07312802265
87	0.07252980106
88	0.07182661883
89	0.07102308156
90	0.06996614749
91	0.06926064691
92	0.06850331553
93	0.0678821632
94	0.06670358711
95	0.06602539734
96	0.06525829196
97	0.06420523493
98	0.06383023614
99	0.06308635201
100	0.06219022545
101	0.06150520557
102	0.06094593339
103	0.06027585416
104	0.05953928231
105	0.05903812939
106	0.05830573486
107	0.05776774949
108	0.05674788729
109	0.05614961979
110	0.05571819342
111	0.05526360548
112	0.05479053602
113	0.05450769278
114	0.0537602558
115	0.05288360835
116	0.05188666532
117	0.05144337535
118	0.0509041503
119	0.05031219316
120	0.04971175968
121	0.04898977754
122	0.04771446364
123	0.04723184906
124	0.0468408166
125	0.04638519913
126	0.04599025985
127	0.04548761809
128	0.04500856446
129	0.04442751026
130	0.0437655107
131	0.04314570346
132	0.04258712881
133	0.04223065736
134	0.0413015764
135	0.040834483
136	0.04061438517
137	0.04028062747
138	0.03990280235
139	0.03957718595
140	0.03932082457
141	0.03884463121
142	0.03830310007
143	0.03792759295
144	0.0377060104
145	0.03746993799
146	0.03704838449
147	0.0366894902
148	0.03649806086
149	0.03589394023
150	0.03563593694
151	0.03543039727
152	0.03493908228
153	0.03465008737
154	0.03436267765
155	0.03402097795
156	0.03380837916
157	0.03336711242
158	0.03306715975
159	0.03276303406
160	0.03248323899
161	0.0323122672
162	0.0320634298
163	0.03157166601
164	0.03123610932
165	0.03082719332
166	0.03067087325
167	0.03037761287
168	0.03011638125
169	0.02979064617
170	0.02949870212
171	0.02887839816
172	0.02852528192
173	0.02821771031
174	0.02794781255
175	0.02777987736
176	0.02760044597
177	0.02733919542
178	0.02711828654
179	0.02694524338
180	0.02669311527
181	0.02645916615
182	0.02613389075
183	0.02597301358
184	0.02567446417
185	0.02544114064
186	0.02521408328
187	0.02501509041
188	0.02452736111
189	0.02440403488
190	0.02418889603
191	0.02395482141
192	0.0236314456
193	0.02341014286
194	0.02309693939
195	0.02297880298
196	0.02286896973
197	0.0226563125
198	0.02252916732
199	0.02234625055
200	0.02217628974
201	0.02204003665
202	0.02187079013
203	0.02163657772
204	0.02153020774
205	0.02127079832
206	0.02108011226
