iter	Logloss
207	0.02097418977
208	0.02087667489
209	0.02065555878
210	0.02040594954
211	0.02017229798
212	0.01998141468
213	0.01988181089
214	0.01975151408
215	0.01959150162
216	0.01943145251
217	0.01926313272
218	0.01912544111
219	0.01897364517
220	0.01875571237
221	0.01858539338
222	0.01846323487
223	0.01833625674
224	0.01824685134
225	0.01806430363
226	0.01768104844
227	0.01755179168
228	0.01738109243
229	0.01722563633
230	0.01709224366
231	0.01689811299
232	0.01681346725
233	0.01670451734
234	0.01657392707
235	0.01646604376
236	0.0163414351
237	0.01615432182
238	0.01601737309
239	0.01591326384
240	0.01565921909
241	0.01549992408
242	0.01539295754
243	0.01528899156
244	0.01517714461
245	0.01505927073
246	0.01496889874
247	0.01486345668
248	0.01480233385
249	0.01474062362
250	0.01463001716
251	0.01456973164
252	0.01448869657
253	0.01436481254
254	0.01424368534
255	0.01410211631
256	0.01404485219
257	0.01370194498
258	0.01359271238
259	0.01347923103
260	0.01339966323
261	0.01326792805
262	0.01303077048
263	0.01289847886
264	0.01279492421
265	0.01270416468
266	0.01265365197
267	0.01255934282
268	0.01244749274
269	0.01229039692
270	0.0122417652
271	0.01215663784
272	0.01210061265
273	0.01200897256
274	0.01187705669
275	0.01180263506
276	0.01175543983
277	0.01168304026
278	0.01158937461
279	0.01148534935
280	0.01143156606
281	0.01134043299
282	0.01124571824
283	0.01118010096
284	0.01113311594
285	0.01105594335
286	0.01097416873
287	0.01089784369
288	0.01082330968
289	0.01076685095
290	0.01071201949
291	0.01066514364
292	0.01059819861
293	0.01053223432
294	0.01044582934
295	0.01036712035
296	0.01029078083
297	0.01022902241
298	0.01000949911
299	0.009956804065
300	0.009876554524
301	0.009791835417
302	0.0097348491
303	0.009683630672
304	0.009608311951
305	0.009543708761
306	0.009441422187
307	0.009347404799
308	0.009294605455
309	0.009262177718
310	0.009137736246
311	0.009089697987
312	0.009027526492
313	0.008976848525
314	0.008946643979
315	0.00887542647
316	0.008778534294
317	0.008722698706
318	0.008692317572
319	0.008639823694
320	0.008575619915
321	0.008521282749
322	0.008499319973
323	0.008397235342
324	0.008360909417
325	0.008332274215
326	0.008314672423
327	0.008270117506
328	0.008210065193
329	0.008177897603
330	0.00810048913
331	0.008049410746
332	0.007911265937
333	0.007850747629
334	0.007781685163
335	0.007752460623
336	0.007714437377
337	0.007670705797
338	0.007599459807
339	0.007571946601
340	0.007486694866
341	0.007445756779
342	0.007384105178
343	0.007300174018
344	0.007246187776
345	0.007216147626
346	0.007133156058
347	0.007082455185
348	0.007048030979
349	0.006973710749
350	0.006929245585
351	0.006884583451
352	0.00685493589
353	0.006817799178
354	0.006790038506
355	0.006702786112
356	0.00667373142
357	0.006606278354
358	0.006576996863
359	0.006526180754
360	0.006486818521
361	0.006440257027
362	0.006418313312
363	0.006361576287
364	0.006314808537
365	0.006276679201
366	0.006259820049
367	0.006168239096
368	0.006122302066
369	0.006080510672
370	0.006052947203
371	0.006016185885
372	0.005985904427
373	0.005945716263
374	0.005929659971
375	0.005886319992
376	0.005858443616
377	0.005828862188
378	0.005799745876
379	0.005779376788
380	0.005737194936
381	0.005677014677
382	0.00564124495
383	0.005619661743
384	0.005595996859
385	0.005558639416
386	0.00552717848
387	0.005509516509
388	0.005488886601
389	0.005451878448
390	0.00542276483
391	0.005396755616
392	0.00535064634
393	0.005317997462
394	0.005287600401
395	0.005225506047
396	0.005203135361
397	0.005185701604
398	0.005098500241
399	0.005066839458
400	0.00502380217
401	0.005000468626
402	0.004972452801
403	0.004954952765
404	0.004926057561
405	0.004898569871
406	0.004858715752
407	0.00482669659
408	0.00481613789
409	0.004762279469
410	0.00473993214
411	0.004717072971
412	0.004693622693
413	0.004652722952
414	0.004602905013
415	0.004578398916
416	0.00452826202
417	0.004504273495
418	0.004482251336
419	0.004475188488
420	0.004451372855
421	0.004429866955
422	0.004417504436
423	0.004377423433
424	0.004357655923
425	0.004347464886
426	0.004327523939
427	0.004301526537
428	0.004278069448
429	0.004278048185
430	0.004251720734
431	0.004225383578
432	0.004209535437
433	0.004165833061
434	0.004165817986
435	0.00414662328
436	0.0041203454
437	0.004108798854
438	0.004033396315
439	0.004001396885
440	0.003990450154
441	0.00398112783
442	0.003957046251
443	0.003914934428
444	0.0038916154
445	0.003871953954
446	0.003849876806
447	0.003837996244
448	0.003813790741
449	0.003798034123
450	0.003787154935
451	0.003768776888
452	0.00375123326
453	0.003740172888
454	0.003718275537
455	0.003718271931
456	0.003703337648
457	0.003703304698
458	0.003680262354
459	0.00367171262
460	0.003659994614
461	0.003641773469
462	0.003629210991
463	0.003607512878
464	0.00359090208
465	0.003562858023
466	0.003556531612
467	0.003542680414
468	0.003532337111
469	0.003521808481
470	0.00350973864
471	0.003486232721
472	0.003472218644
473	0.003404002994
474	0.003404009374
475	0.003376725596
476	0.003351175488
477	0.003328381233
478	0.003310145702
479	0.003291044197
480	0.003285316172
481	0.003268251251
482	0.00325837483
483	0.003246365838
484	0.003233096645
485	0.00322035207
486	0.00320361483
487	0.003194015325
488	0.00318108911
489	0.003167536657
490	0.003151264314
491	0.003135951508
492	0.003119481919
493	0.003103553232
494	0.003090990338
495	0.003081287362
496	0.003052636089
497	0.00303285648
498	0.003031496223
499	0.003019629562
